Date,USD_TRY,EUR_TRY,GBP_TRY,AED_TRY,AZN_TRY,BGN_TRY,CNY_TRY,DKK_TRY,KRW_TRY,IRR_TRY,SEK_TRY,CHF_TRY,JPY_TRY,CAD_TRY,QAR_TRY,KWD_TRY,NOK_TRY,PKR_TRY,RON_TRY,RUB_TRY,SAR_TRY,XDR_TRY
29-10-2022,,,,,,,,,,,,,,,,,,,,,,
30-10-2022,,,,,,,,,,,,,,,,,,,,,,
31-10-2022,18.588,18.6837,21.4873,5.0323,10.8792,9.4989,2.5568,2.5078,0.01301,0.04401,1.7004,18.7543,12.6901,13.6549,5.0724,59.7314,1.8054,0.08358,3.8048,0.30104,4.9461,24.0301
01-11-2022,18.5915,18.4742,21.4612,5.0332,10.8813,9.3929,2.5342,2.4781,0.01295,0.04402,1.6857,18.56,12.5067,13.6088,5.0367,59.6881,1.7898,0.08378,3.737,0.30008,4.9482,23.9018
02-11-2022,18.5956,18.468,21.4142,5.0344,10.8837,9.3894,2.5426,2.4768,0.01305,0.04403,1.6907,18.6453,12.5742,13.7024,5.0472,59.7184,1.8022,0.08385,3.7385,0.30092,4.9485,23.9164
03-11-2022,18.5981,18.4043,21.356,5.035,10.8851,9.3567,2.5409,2.4685,0.01306,0.04403,1.6829,18.6027,12.6068,13.6567,5.079,59.6928,1.796,0.08358,3.7268,0.30025,4.9489,23.8919
04-11-2022,18.5972,18.1639,20.9659,5.0348,10.875,9.2347,2.528,2.4367,0.01297,0.04403,1.6558,18.3658,12.5301,13.5035,5.078,59.572,1.7569,0.08341,3.6852,0.29753,4.9487,23.7451
05-11-2022,,,,,,,,,,,,,,,,,,,,,,
06-11-2022,,,,,,,,,,,,,,,,,,,,,,
07-11-2022,18.5936,18.185,20.8173,5.0338,10.8729,9.2459,2.5483,2.4393,0.01303,0.04402,1.6641,18.3831,12.5499,13.6093,5.0771,59.561,1.7666,0.08332,3.6928,0.2985,4.9475,23.7641
08-11-2022,18.5833,18.5226,21.1449,5.0311,10.8669,9.4169,2.5556,2.4854,0.01321,0.044,1.7025,18.6758,12.6161,13.7439,5.0526,59.666,1.806,0.08343,3.769,0.30145,4.9452,23.9279
09-11-2022,18.5803,18.5744,21.2773,5.0302,10.8651,9.4433,2.5464,2.4931,0.01336,0.04399,1.7045,18.7178,12.6535,13.7421,5.0363,59.7286,1.8041,0.08337,3.776,0.30256,4.9438,23.9512
10-11-2022,18.5791,18.685,21.3142,5.0299,10.8644,9.4998,2.5495,2.5081,0.01354,0.04399,1.7175,18.8177,12.7267,13.8052,5.0531,59.7658,1.8062,0.08339,3.7892,0.30237,4.9418,24.0083
11-11-2022,18.5793,18.5418,21.1145,5.03,10.8645,9.4272,2.548,2.489,0.01339,0.04399,1.6955,18.7836,12.6635,13.6995,5.056,59.7298,1.7806,0.08349,3.7674,0.30155,4.9404,23.9284
12-11-2022,,,,,,,,,,,,,,,,,,,,,,
13-11-2022,,,,,,,,,,,,,,,,,,,,,,
14-11-2022,18.5115,18.9888,21.7017,5.0116,10.8249,9.6548,2.5878,2.5487,0.01394,0.04383,1.7551,19.2166,13.1501,13.8967,5.0309,59.8622,1.8434,0.0831,3.8645,0.30554,4.9239,24.2137
15-11-2022,18.5819,19.1661,21.8593,5.0307,10.866,9.7443,2.6198,2.5724,0.01395,0.04399,1.7764,19.5958,13.2393,13.9763,5.0649,60.0171,1.8586,0.08337,3.891,0.30602,4.9432,24.3809
16-11-2022,18.5864,19.3327,21.9675,5.0319,10.8687,9.827,2.6258,2.5945,0.01408,0.04401,1.7814,19.7203,13.2938,13.9852,5.0582,60.0509,1.8637,0.08335,3.9188,0.30639,4.945,24.4687
17-11-2022,18.5916,19.3524,22.0795,5.0333,10.8717,9.8397,2.6118,2.5976,0.01398,0.04402,1.7742,19.7046,13.2972,14.0072,5.0532,60.0603,1.8626,0.08321,3.9124,0.30628,4.9468,24.4731
18-11-2022,18.5959,19.2822,22.0848,5.0345,10.8742,9.8032,2.5905,2.5881,0.01377,0.04403,1.7568,19.594,13.2868,13.9153,5.0434,60.0801,1.8416,0.08309,3.8958,0.30613,4.9476,24.4248
19-11-2022,,,,,,,,,,,,,,,,,,,,,,
20-11-2022,,,,,,,,,,,,,,,,,,,,,,
21-11-2022,18.5945,19.2842,22.1153,5.0341,10.8734,9.8048,2.5968,2.5885,0.01381,0.04402,1.7469,19.4961,13.2589,13.927,5.0545,60.078,1.8349,0.0825,3.8856,0.30605,4.9473,24.4304
22-11-2022,18.5979,19.0548,21.9328,5.035,10.8754,9.6867,2.5813,2.5578,0.01362,0.04403,1.7267,19.3748,13.1232,13.8333,5.0544,60.0037,1.8081,0.08242,3.8341,0.30411,4.9483,24.2962
23-11-2022,18.6033,19.1,22.0119,5.0365,10.8786,9.711,2.5893,2.564,0.01365,0.04405,1.7343,19.4136,13.1111,13.8511,5.0556,60.0301,1.8173,0.08245,3.8502,0.30485,4.9498,24.33
24-11-2022,18.6062,19.2101,22.1243,5.0373,10.8803,9.7665,2.5857,2.5788,0.01368,0.04405,1.7476,19.5104,13.133,13.8753,5.0538,60.0773,1.8437,0.08249,3.8688,0.30559,4.9503,24.3809
25-11-2022,18.6045,19.3736,22.4615,5.0367,10.8793,9.8504,2.5894,2.601,0.01393,0.04405,1.7724,19.6918,13.386,13.9187,5.0453,60.1965,1.8666,0.08242,3.9066,0.3063,4.9507,24.5066
26-11-2022,,,,,,,,,,,,,,,,,,,,,,
27-11-2022,,,,,,,,,,,,,,,,,,,,,,
28-11-2022,18.6071,19.367,22.4738,5.0374,10.8808,9.8468,2.5824,2.6003,0.01393,0.04405,1.7788,19.648,13.3462,13.9211,5.046,60.1726,1.8726,0.08244,3.9124,0.30596,4.952,24.4936
29-11-2022,18.6069,19.4073,22.4459,5.0374,10.8807,9.8671,2.5709,2.6056,0.01384,0.04405,1.7785,19.6739,13.4511,13.827,5.0638,60.193,1.8713,0.08242,3.9197,0.30456,4.9518,24.5077
30-11-2022,18.614,19.3116,22.3285,5.0393,10.8848,9.8193,2.5825,2.5928,0.01395,0.04407,1.7642,19.5632,13.4388,13.8331,5.0638,60.1856,1.8653,0.08242,3.9027,0.3033,4.9522,24.4777
01-12-2022,18.6194,19.2824,22.2842,5.0408,10.8896,9.8033,2.6026,2.5889,0.01406,0.04408,1.7569,19.5276,13.3936,13.728,5.0651,60.1549,1.8659,0.08246,3.8946,0.3041,4.9528,24.4825
02-12-2022,18.6123,19.4206,22.5369,5.0389,10.887,9.8732,2.6146,2.6074,0.0142,0.04407,1.7704,19.671,13.6199,13.8505,5.0651,60.2537,1.8912,0.08239,3.9179,0.30278,4.9513,24.5943
03-12-2022,,,,,,,,,,,,,,,,,,,,,,
04-12-2022,,,,,,,,,,,,,,,,,,,,,,
05-12-2022,18.6103,19.6004,22.792,5.0384,10.8859,9.9656,2.6314,2.6313,0.01426,0.04406,1.7972,19.8598,13.8279,13.8331,5.0495,60.3742,1.9074,0.0825,3.9541,0.29978,4.9506,24.7278
06-12-2022,18.613,19.6436,22.8292,5.0391,10.8763,9.9208,2.6613,2.6373,0.01428,0.04407,1.7985,19.8564,13.7375,13.8491,5.0476,60.3367,1.9024,0.08247,3.9673,0.29749,4.9516,24.7694
07-12-2022,18.6143,19.5375,22.6496,5.0395,10.8882,9.9335,2.6471,2.6227,0.01401,0.04407,1.7847,19.6947,13.5761,13.6596,5.0595,60.3043,1.869,0.08245,3.9538,0.29388,4.9512,24.6784
08-12-2022,18.6166,19.5015,22.5675,5.0401,10.8896,9.9151,2.652,2.6177,0.014,0.04408,1.7797,19.7156,13.5027,13.5955,5.0642,60.2936,1.848,0.08244,3.9447,0.29417,4.9508,24.6552
09-12-2022,18.6202,19.5764,22.6485,5.0411,10.8917,9.9531,2.6558,2.6279,0.01403,0.04409,1.7862,19.7378,13.5769,13.6125,5.0642,60.3205,1.8557,0.08242,3.9591,0.29557,4.9514,24.706
10-12-2022,,,,,,,,,,,,,,,,,,,,,,
11-12-2022,,,,,,,,,,,,,,,,,,,,,,
12-12-2022,18.6208,19.6684,22.7801,5.0413,10.892,10.0,2.663,2.6403,0.01422,0.04409,1.7967,19.9023,13.6452,13.6568,5.0604,60.3795,1.863,0.08241,3.9761,0.29659,4.9517,24.7687
13-12-2022,18.6199,19.6386,22.7946,5.041,10.8915,9.9854,2.6547,2.6363,0.01417,0.04408,1.7943,19.8953,13.5821,13.6154,5.0626,60.3485,1.8559,0.08238,3.9651,0.29523,4.9512,24.7405
14-12-2022,18.6246,19.6382,22.8333,5.0422,10.8942,9.9838,2.6532,2.636,0.01417,0.0441,1.797,19.8497,13.5041,13.6543,5.0462,60.3541,1.8665,0.08236,3.9599,0.29324,4.9533,24.734
15-12-2022,18.6266,19.8349,23.0167,5.0427,10.8954,10.085,2.6654,2.6624,0.01432,0.0441,1.8175,20.0312,13.7467,13.7269,5.0467,60.4291,1.9051,0.08237,4.0033,0.29238,4.954,24.8699
16-12-2022,18.6254,19.7985,22.9616,5.0423,10.8947,10.0659,2.6577,2.6575,0.01414,0.0441,1.8104,20.025,13.6308,13.7039,5.0539,60.4263,1.8961,0.08236,3.9997,0.28747,4.9541,24.8269
17-12-2022,,,,,,,,,,,,,,,,,,,,,,
18-12-2022,,,,,,,,,,,,,,,,,,,,,,
19-12-2022,18.6268,19.8114,22.6465,5.0434,10.8955,10.0722,2.6565,2.6593,0.01415,0.0441,1.7922,20.0137,13.5516,13.6216,5.0651,60.3819,1.8829,0.08236,4.0045,0.28598,4.9526,24.7949
20-12-2022,18.6312,19.7925,22.6898,5.0445,10.8981,10.0627,2.6563,2.6568,0.01424,0.04411,1.7895,19.9692,13.6613,13.628,5.0636,60.4445,1.8831,0.08229,4.0027,0.28011,4.953,24.8085
21-12-2022,18.6381,19.8025,22.6243,5.0463,10.9021,10.0677,2.6588,2.6579,0.01441,0.04413,1.7844,20.0642,14.0302,13.6507,5.0728,60.5311,1.881,0.08227,4.0084,0.26958,4.9554,24.8635
22-12-2022,18.6432,19.7987,22.6007,5.048,10.9051,10.0661,2.6589,2.6576,0.0144,0.04414,1.7801,20.0706,14.1096,13.6704,5.0741,60.5391,1.8857,0.08194,4.0145,0.26266,4.9562,24.874
23-12-2022,18.6522,19.8354,22.5291,5.0506,10.9104,10.0849,2.6574,2.6628,0.01451,0.04416,1.7911,20.1267,14.0961,13.7004,5.0721,60.5721,1.9023,0.08198,4.0289,0.25725,4.9594,24.8836
24-12-2022,,,,,,,,,,,,,,,,,,,,,,
25-12-2022,,,,,,,,,,,,,,,,,,,,,,
26-12-2022,18.6592,19.8044,22.4675,5.0523,10.9145,10.0689,2.6557,2.659,0.01449,0.04418,1.776,20.0001,14.0355,13.6885,5.0782,60.5619,1.889,0.08196,4.0189,0.26934,4.9618,24.8611
27-12-2022,18.6649,19.8324,22.4831,5.0535,10.9178,10.0723,2.6655,2.6629,0.01455,0.04419,1.7683,19.9728,14.0059,13.7105,5.0774,60.5777,1.8875,0.08199,4.01,0.27076,4.9625,24.8829
28-12-2022,18.6813,19.9087,22.5142,5.058,10.9274,10.0812,2.6683,2.6729,0.01462,0.04423,1.7804,20.0569,14.0034,13.7811,5.0714,60.6587,1.8971,0.08201,4.0273,0.26604,4.9683,24.9263
29-12-2022,18.6964,19.8946,22.4804,5.0621,10.9363,10.0893,2.6663,2.6711,0.01465,0.04427,1.7807,20.077,13.9238,13.807,5.088,60.6918,1.8962,0.08204,4.0072,0.2608,4.9737,24.9139
30-12-2022,18.6966,19.8816,22.4663,5.0623,10.9363,10.1077,2.6696,2.6693,0.01467,0.04427,1.7773,20.1435,13.9478,13.734,5.086,60.6828,1.8838,0.08201,3.9981,0.25776,4.973,24.915
31-12-2022,,,,,,,,,,,,,,,,,,,,,,
01-01-2023,,,,,,,,,,,,,,,,,,,,,,
02-01-2023,18.6983,19.9349,22.4892,5.0627,10.9373,10.1354,2.6806,2.6766,0.01478,0.04427,1.7837,20.2019,14.1301,13.7896,5.0845,60.7537,1.89,0.08202,4.0062,0.25948,4.9717,24.9745
03-01-2023,18.7029,19.9806,22.5109,5.0637,10.94,10.1784,2.6959,2.6824,0.01462,0.04428,1.781,20.181,14.2555,13.7786,5.0877,60.7905,1.8959,0.08204,4.0228,0.25361,4.9751,25.0299
04-01-2023,18.7105,19.7818,22.3431,5.0658,10.9445,10.0575,2.6955,2.6559,0.01458,0.0443,1.7702,19.9944,14.3082,13.7431,5.0851,60.7623,1.8823,0.08201,3.9874,0.25653,4.9772,24.953
05-01-2023,18.7194,19.8472,22.5009,5.0682,10.9497,10.091,2.7041,2.6645,0.01464,0.04432,1.7712,20.1143,14.3106,13.7662,5.0903,60.7769,1.8584,0.08204,4.0046,0.26105,4.9791,25.0052
06-01-2023,18.7387,19.8886,22.4879,5.0731,10.961,10.1119,2.7112,2.67,0.01467,0.04437,1.7746,20.1508,14.1078,13.8514,5.0995,60.837,1.8534,0.08195,4.0137,0.25975,4.9849,25.0114
07-01-2023,,,,,,,,,,,,,,,,,,,,,,
08-01-2023,,,,,,,,,,,,,,,,,,,,,,
09-01-2023,18.7498,19.704,22.2271,5.0761,10.9675,10.0184,2.7177,2.6452,0.01466,0.04439,1.7426,19.921,13.9255,13.7582,5.098,60.7393,1.8239,0.08174,3.9746,0.25936,4.9886,24.9102
10-01-2023,18.7538,20.0269,22.736,5.0773,10.9698,10.1757,2.7501,2.6885,0.01498,0.0444,1.7817,20.2403,14.1415,13.9808,5.1019,60.9222,1.8812,0.08174,4.0437,0.26509,4.991,25.1396
11-01-2023,18.7555,20.1386,22.7818,5.0777,10.9708,10.2383,2.7514,2.7034,0.01498,0.04441,1.7961,20.3172,14.1775,13.9884,5.1061,60.9795,1.8843,0.08167,4.0645,0.26834,4.9946,25.1923
12-01-2023,18.7581,20.1528,22.7361,5.0784,10.9723,10.2466,2.754,2.7054,0.01496,0.04441,1.7877,20.2769,14.1231,13.9534,5.0958,60.9746,1.8735,0.08163,4.0632,0.26955,4.9945,25.191
13-01-2023,18.7608,20.1858,22.7731,5.0792,10.9739,10.2626,2.7632,2.7097,0.01497,0.04442,1.7817,20.0748,14.2522,13.9494,5.1126,61.013,1.8715,0.0816,4.0652,0.2751,4.9947,25.2354
14-01-2023,,,,,,,,,,,,,,,,,,,,,,
15-01-2023,,,,,,,,,,,,,,,,,,,,,,
16-01-2023,18.7592,20.3386,22.8749,5.0787,10.973,10.341,2.7769,2.7298,0.01506,0.04441,1.7963,20.1589,14.5637,14.027,5.1152,61.1147,1.894,0.08157,4.0925,0.2765,4.9944,25.3571
17-01-2023,18.7681,20.3163,22.8784,5.0811,10.9782,10.3297,2.776,2.7268,0.01509,0.04444,1.7956,20.2186,14.5939,13.9961,5.1054,61.1231,1.8935,0.08158,4.0874,0.27283,4.9965,25.3574
18-01-2023,18.7691,20.3157,22.8857,5.0814,10.9788,10.3286,2.755,2.7269,0.01506,0.04444,1.7927,20.2789,14.5433,13.9695,5.1167,61.1197,1.888,0.08149,4.0957,0.27199,4.9969,25.3283
19-01-2023,18.7701,20.3329,23.1189,5.0816,10.9794,10.3376,2.7603,2.7291,0.01512,0.04444,1.8087,20.4448,14.4363,14.0248,5.1081,61.1066,1.9026,0.08134,4.0978,0.27124,4.9968,25.3456
20-01-2023,18.7742,20.3054,23.1229,5.0827,10.9817,10.3237,2.7526,2.7249,0.01511,0.04445,1.8157,20.4399,14.5982,13.8842,5.1178,61.1415,1.8862,0.08132,4.0934,0.27132,4.9977,25.3513
21-01-2023,,,,,,,,,,,,,,,,,,,,,,
22-01-2023,,,,,,,,,,,,,,,,,,,,,,
23-01-2023,18.7771,20.3419,23.1645,5.0835,10.9835,10.3423,2.7538,2.7302,0.01513,0.04446,1.8126,20.394,14.4774,13.9256,5.1211,61.1221,1.8929,0.08123,4.1077,0.27205,4.9987,25.3551
24-01-2023,18.7844,20.4768,23.247,5.0855,10.9877,10.4111,2.7532,2.7481,0.01521,0.04447,1.8285,20.4051,14.4128,14.0391,5.1038,61.1846,1.9082,0.08079,4.1382,0.27226,5.0022,25.4071
25-01-2023,18.7735,20.4142,23.1658,5.0825,10.9813,10.3786,2.7516,2.7399,0.01514,0.04445,1.8314,20.3262,14.4001,14.0334,5.109,61.147,1.9069,0.08069,4.1284,0.27164,5.0001,25.3672
26-01-2023,18.785,20.437,23.0914,5.0857,10.9881,10.3908,2.7533,2.743,0.01514,0.04448,1.829,20.3016,14.4036,14.0329,5.1121,61.1827,1.8976,0.08066,4.1412,0.27101,5.0036,25.3787
27-01-2023,18.7853,20.4931,23.246,5.0857,10.9882,10.419,2.7533,2.7507,0.01516,0.04448,1.8292,20.4165,14.45,14.0063,5.1216,61.225,1.8964,0.07732,4.1688,0.27014,5.0044,25.4187
28-01-2023,,,,,,,,,,,,,,,,,,,,,,
29-01-2023,,,,,,,,,,,,,,,,,,,,,,
30-01-2023,18.7852,20.4401,23.205,5.0857,10.9882,10.3923,2.7533,2.7438,0.01514,0.04448,1.8167,20.3356,14.4221,14.0775,5.1263,61.1896,1.8963,0.07457,4.1605,0.26962,5.0037,25.3918
31-01-2023,18.7876,20.4525,23.2356,5.0864,10.9896,10.382,2.7665,2.7451,0.01521,0.04448,1.8124,20.357,14.4293,14.0723,5.1003,61.1909,1.8949,0.07179,4.1487,0.26838,5.0047,25.4159
01-02-2023,18.7878,20.3458,23.1239,5.0864,10.9897,10.3441,2.7655,2.731,0.01513,0.04448,1.792,20.2232,14.38,13.959,5.0955,61.1678,1.8681,0.0698,4.1129,0.2652,5.006,25.3592
02-02-2023,18.7897,20.4512,23.1118,5.0869,10.9908,10.3941,2.7708,2.7446,0.01519,0.04449,1.7949,20.4672,14.4197,14.1019,5.1008,61.2074,1.8824,0.06998,4.1367,0.2664,5.0073,25.4099
03-02-2023,18.7913,20.6661,23.1745,5.0874,10.9918,10.5021,2.7795,2.7735,0.01527,0.04449,1.813,20.6331,14.5552,14.1261,5.1188,61.3048,1.8879,0.06915,4.1918,0.26695,5.0073,25.5243
04-02-2023,,,,,,,,,,,,,,,,,,,,,,
05-02-2023,,,,,,,,,,,,,,,,,,,,,,
06-02-2023,18.7948,20.5163,22.9476,5.0883,10.9938,10.4326,2.772,2.7519,0.01519,0.0445,1.8048,20.5156,14.5842,14.0632,5.1225,61.2613,1.8669,0.0679,4.1607,0.26567,5.0086,25.4475
07-02-2023,18.8092,20.2662,22.6219,5.0922,11.0022,10.3042,2.7581,2.7183,0.01489,0.04453,1.7695,20.2816,14.2209,13.9935,5.1263,61.1916,1.8297,0.06803,4.1093,0.26494,5.0127,25.2714
08-02-2023,18.8087,20.1606,22.5558,5.0921,11.0019,10.2496,2.7561,2.7048,0.01485,0.04453,1.7634,20.2506,14.2135,13.9946,5.1207,61.1641,1.8132,0.06789,4.0901,0.26374,5.0131,25.223
09-02-2023,18.81,20.2127,22.6979,5.0924,11.0027,10.2766,2.7573,2.7116,0.01485,0.04453,1.7772,20.4111,14.3373,14.0439,5.1272,61.214,1.8294,0.06861,4.1046,0.26118,5.0133,25.2729
10-02-2023,18.8109,20.2313,22.7719,5.0926,11.0032,10.2863,2.7587,2.7145,0.01486,0.04454,1.7927,20.4269,14.3249,14.0075,5.1262,61.1999,1.8411,0.06927,4.1125,0.25676,5.0128,25.2862
11-02-2023,,,,,,,,,,,,,,,,,,,,,,
12-02-2023,,,,,,,,,,,,,,,,,,,,,,
13-02-2023,18.8112,20.1664,22.7478,5.0927,11.0034,10.2526,2.7493,2.7048,0.01479,0.04454,1.8066,20.3479,14.3428,13.9766,5.1288,61.1838,1.846,0.06959,4.0947,0.25692,5.0127,25.2522
14-02-2023,18.8184,20.0922,22.6375,5.0947,10.9397,10.216,2.7411,2.6932,0.01466,0.04455,1.7925,20.3277,14.1734,14.0667,5.1084,61.1239,1.8482,0.06985,4.0767,0.25428,5.0149,25.1877
15-02-2023,18.8225,20.2332,22.8764,5.0957,11.01,10.2865,2.7461,2.7113,0.01476,0.04456,1.8148,20.462,14.2153,14.0893,5.1192,61.1869,1.861,0.07018,4.1052,0.25352,5.0165,25.2733
16-02-2023,18.8282,20.1746,22.7214,5.0973,11.0133,10.2575,2.7363,2.7031,0.01459,0.04458,1.8032,20.3462,14.0816,14.0407,5.1291,61.1422,1.8432,0.07068,4.0935,0.25253,5.0185,25.2133
17-02-2023,18.832,20.1579,22.6535,5.0983,11.0155,10.2491,2.7313,2.7012,0.01457,0.04459,1.802,20.368,14.0348,14.0533,5.1249,61.1422,1.842,0.07087,4.0909,0.25041,5.0212,25.1919
18-02-2023,,,,,,,,,,,,,,,,,,,,,,
19-02-2023,,,,,,,,,,,,,,,,,,,,,,
20-02-2023,18.836,20.0376,22.4479,5.0995,11.0179,10.1871,2.7221,2.6863,0.0144,0.0446,1.7824,20.1766,13.9315,13.9229,5.1252,61.069,1.8191,0.0713,4.0624,0.25075,5.022,25.1084
21-02-2023,18.8438,20.1432,22.635,5.1017,11.0224,10.2413,2.7318,2.7008,0.01446,0.04461,1.8061,20.3603,14.0164,13.9768,5.1284,61.1579,1.8322,0.07175,4.0746,0.25297,5.0244,25.1898
22-02-2023,18.8464,20.095,22.6846,5.1022,11.024,10.2165,2.726,2.6943,0.01443,0.04462,1.8141,20.3298,13.9678,13.9729,5.1359,61.1351,1.829,0.07139,4.0631,0.25043,5.0246,25.1642
23-02-2023,18.8506,20.0599,22.7526,5.1034,11.0265,10.1989,2.7184,2.6902,0.01436,0.04463,1.8098,20.2823,13.9471,13.8946,5.1333,61.1419,1.8226,0.07179,4.0507,0.25059,5.025,25.148
24-02-2023,18.8548,19.9977,22.6683,5.1046,11.0289,10.1676,2.7194,2.6822,0.01445,0.04464,1.8015,20.1898,13.9448,13.9158,5.1308,61.1054,1.8192,0.07217,4.0456,0.24994,5.0257,25.121
25-02-2023,,,,,,,,,,,,,,,,,,,,,,
26-02-2023,,,,,,,,,,,,,,,,,,,,,,
27-02-2023,18.8567,19.9653,22.616,5.1052,11.03,10.1507,2.7026,2.6779,0.01434,0.04465,1.8034,20.1209,13.928,13.8789,5.1375,61.0916,1.823,0.07229,4.0361,0.24812,5.0258,25.0849
28-02-2023,18.8632,19.9061,22.5272,5.107,11.0338,10.1208,2.6951,2.6703,0.01419,0.04466,1.7904,19.9934,13.8061,13.8499,5.1379,61.0404,1.8127,0.07244,4.0238,0.24849,5.0263,25.0346
01-03-2023,18.8647,20.0042,22.7381,5.1074,11.0347,10.1711,2.7036,2.6838,0.01418,0.04466,1.8038,20.0692,13.7694,13.871,5.1394,61.103,1.819,0.07182,4.0427,0.2506,5.0268,25.0937
02-03-2023,18.8652,20.0845,22.7194,5.1074,11.0349,10.2116,2.7262,2.6939,0.01434,0.04467,1.8052,20.0674,13.8551,13.8511,5.1366,61.1359,1.8231,0.07068,4.0552,0.24941,5.0269,25.1591
03-03-2023,18.867,20.0545,22.5599,5.108,11.036,10.1962,2.7179,2.6908,0.0143,0.04467,1.7919,19.9857,13.7778,13.8399,5.1368,61.1063,1.8041,0.06726,4.0517,0.24856,5.0272,25.1163
04-03-2023,,,,,,,,,,,,,,,,,,,,,,
05-03-2023,,,,,,,,,,,,,,,,,,,,,,
06-03-2023,18.8587,20.0195,22.5637,5.1058,11.0312,10.1788,2.7169,2.6857,0.0144,0.04465,1.7898,20.0465,13.8036,13.8803,5.1397,61.081,1.8053,0.06766,4.0448,0.24857,5.0248,25.1011
07-03-2023,18.8801,20.0857,22.6592,5.1116,11.0437,10.212,2.711,2.6944,0.01446,0.0447,1.7935,20.1583,13.8569,13.8637,5.1427,61.1704,1.8062,0.06835,4.0586,0.24868,5.0306,25.1467
08-03-2023,18.8907,20.1549,22.67,5.1145,11.0499,10.2459,2.7099,2.7037,0.01442,0.04473,1.7951,20.2283,13.8698,13.8433,5.1478,61.2277,1.8023,0.0677,4.0718,0.24896,5.0329,25.1801
09-03-2023,18.9135,19.9323,22.3432,5.1208,11.0632,10.1338,2.6997,2.674,0.01425,0.04478,1.754,20.0157,13.7223,13.7278,5.1408,61.1773,1.7656,0.0675,4.0302,0.24703,5.038,25.0524
10-03-2023,18.9295,19.9895,22.4306,5.1252,11.0726,10.1582,2.7021,2.6823,0.01424,0.04482,1.7613,20.1267,13.8432,13.7023,5.1547,61.2287,1.7712,0.06747,4.0452,0.24801,5.0423,25.1091
11-03-2023,,,,,,,,,,,,,,,,,,,,,,
12-03-2023,,,,,,,,,,,,,,,,,,,,,,
13-03-2023,18.9374,20.0511,22.6168,5.1273,11.0772,10.2003,2.7062,2.6899,0.01425,0.04484,1.7544,20.3223,13.8184,13.6637,5.1615,61.2818,1.7676,0.06719,4.0581,0.24779,5.0443,25.153
14-03-2023,18.9494,20.2645,22.8667,5.1306,11.085,10.3029,2.7351,2.7178,0.01445,0.04486,1.7677,20.6588,14.1274,13.7527,5.1505,61.4341,1.7852,0.0672,4.0995,0.2496,5.0479,25.3337
15-03-2023,18.9514,20.2927,23.007,5.131,11.0854,10.3174,2.7411,2.7212,0.01439,0.04487,1.7794,20.7343,14.1161,13.7941,5.1583,61.4243,1.782,0.06728,4.0984,0.25063,5.0472,25.3619
16-03-2023,18.9583,20.2523,22.9391,5.133,11.0894,10.2958,2.7326,2.7157,0.01438,0.04489,1.7995,20.6025,14.0859,13.8043,5.1545,61.4533,1.7834,0.06666,4.0922,0.24906,5.0479,25.3318
17-03-2023,18.9756,20.142,22.864,5.1378,11.0766,10.2408,2.7348,2.7007,0.01439,0.04493,1.7891,20.4186,14.247,13.7882,5.1663,61.4617,1.7612,0.06725,4.0719,0.24736,5.0523,25.3186
18-03-2023,,,,,,,,,,,,,,,,,,,,,,
19-03-2023,,,,,,,,,,,,,,,,,,,,,,
20-03-2023,18.9785,20.2077,23.0089,5.1385,11.1013,10.2739,2.7427,2.7094,0.01445,0.04493,1.8039,20.4471,14.2348,13.8336,5.1706,61.5,1.7707,0.06703,4.0851,0.24651,5.0526,25.3637
21-03-2023,18.9919,20.2753,23.1416,5.1421,11.1091,10.3076,2.7426,2.7192,0.01442,0.04497,1.803,20.4233,14.4518,13.8255,5.1587,61.5971,1.7682,0.06668,4.0958,0.24475,5.0558,25.4367
22-03-2023,19.0014,20.4094,23.231,5.1448,11.1147,10.3769,2.7489,2.7368,0.01446,0.04499,1.8278,20.4373,14.3521,13.8777,5.1571,61.6125,1.7879,0.06683,4.1231,0.24518,5.0572,25.4932
23-03-2023,19.0165,20.5019,23.2871,5.149,11.1235,10.4238,2.746,2.7489,0.01446,0.04502,1.8323,20.5685,14.3056,13.8574,5.1523,61.7007,1.8015,0.06681,4.141,0.2451,5.0623,25.5316
24-03-2023,19.0223,20.722,23.3789,5.1506,11.1269,10.5349,2.7706,2.7781,0.01474,0.04504,1.8445,20.7257,14.4744,13.8941,5.1827,61.8104,1.8298,0.06684,4.1871,0.24788,5.0641,25.6748
25-03-2023,,,,,,,,,,,,,,,,,,,,,,
26-03-2023,,,,,,,,,,,,,,,,,,,,,,
27-03-2023,19.0371,20.5055,23.2563,5.1546,11.1355,10.4247,2.7562,2.7477,0.01457,0.04507,1.8239,20.6727,14.6011,13.8209,5.1998,61.8461,1.8115,0.06692,4.1399,0.24773,5.0677,25.5935
28-03-2023,19.068,20.5252,23.3261,5.1632,11.1536,10.4355,2.7552,2.7501,0.01458,0.04515,1.8238,20.7477,14.4896,13.8731,5.1716,61.8679,1.8072,0.06693,4.1332,0.24742,5.076,25.6083
29-03-2023,19.0839,20.6467,23.4483,5.1673,11.1629,10.4968,2.7571,2.7666,0.0146,0.04518,1.8348,20.7529,14.5348,13.9478,5.1721,61.9548,1.8237,0.06694,4.1502,0.24784,5.0811,25.681
