Date,USD_TRY,EUR_TRY,GBP_TRY,AED_TRY,AZN_TRY,BGN_TRY,CNY_TRY,DKK_TRY,KRW_TRY,IRR_TRY,SEK_TRY,CHF_TRY,JPY_TRY,CAD_TRY,QAR_TRY,KWD_TRY,NOK_TRY,PKR_TRY,RON_TRY,RUB_TRY,SAR_TRY,XDR_TRY
09-02-2021,7.0663,8.5036,9.6714,,,4.3231,1.0884,1.1417,,0.01673,0.83849,7.83,6.677,5.526,1.9273,23.2008,0.82626,0.04383,1.7345,0.09442,1.8838,10.1565
10-02-2021,7.0821,8.5664,9.7399,,,4.3555,1.0935,1.1501,,0.01677,0.84349,7.8985,6.7472,5.5575,1.9339,23.2772,0.83392,0.044,1.7471,0.09513,1.888,10.2095
11-02-2021,7.0513,8.5517,9.7395,,,4.3477,1.0886,1.1481,,0.01669,0.84544,7.8953,6.7229,5.5477,1.9258,23.1959,0.83422,0.04379,1.744,0.095,1.8798,10.178
12-02-2021,7.0404,8.5374,9.7222,,,4.3405,1.084,1.1461,,0.01667,0.84284,7.89,6.7102,5.545,1.9227,23.1572,0.82981,0.04403,1.7415,0.09489,1.877,10.1583
13-02-2021,,,,,,,,,,,,,,,,,,,,,,
14-02-2021,,,,,,,,,,,,,,,,,,,,,,
15-02-2021,7.0162,8.4977,9.6582,,,4.3203,1.0803,1.1408,,0.01661,0.83848,7.8493,6.6682,5.5014,1.9162,23.0709,0.82331,0.04392,1.7332,0.09408,1.8705,10.1146
16-02-2021,6.9724,8.4607,9.6755,,,4.3016,1.0736,1.1359,,0.01651,0.83854,7.8077,6.6079,5.4974,1.9042,22.9312,0.82637,0.04364,1.7258,0.09457,1.8589,10.0621
17-02-2021,6.915,8.4026,9.6141,,,4.2721,1.0647,1.1281,,0.01637,0.83286,7.7648,6.5452,5.4657,1.8886,22.7454,0.82417,0.04294,1.7136,0.09379,1.8436,9.9843
18-02-2021,7.004,8.4558,9.7038,,,4.2989,1.0784,1.1353,,0.01658,0.83836,7.8103,6.5936,5.5069,1.9126,23.0245,0.82516,0.04352,1.7246,0.09437,1.8674,10.0844
19-02-2021,6.9527,8.3867,9.6503,,,4.2641,1.0692,1.126,,0.01646,0.83236,7.7279,6.5583,5.4701,1.8986,22.8467,0.81743,0.04351,1.7106,0.09379,1.8537,10.0094
20-02-2021,,,,,,,,,,,,,,,,,,,,,,
21-02-2021,,,,,,,,,,,,,,,,,,,,,,
22-02-2021,6.9611,8.4407,9.7226,,,4.2912,1.072,1.1333,,0.01648,0.83683,7.7637,6.5861,5.4907,1.9011,22.8811,0.82258,0.0436,1.7214,0.09363,1.856,10.0476
23-02-2021,6.994,8.475,9.7829,,,4.3087,1.0758,1.1378,,0.01656,0.84097,7.7585,6.6018,5.5303,1.91,22.9705,0.82077,0.04373,1.7282,0.09318,1.8648,10.091
24-02-2021,7.0253,8.5418,9.8772,,,4.3428,1.0811,1.1468,,0.01663,0.84412,7.7998,6.6619,5.5655,1.9187,23.0944,0.82605,0.04399,1.7417,0.09421,1.8732,10.1559
25-02-2021,7.1357,8.6774,10.0912,,,4.4117,1.0997,1.1651,,0.01689,0.85737,7.8496,6.7357,5.6672,1.9488,23.4589,0.84318,0.04471,1.7698,0.0963,1.9026,10.3189
26-02-2021,7.1924,8.7811,10.166,,,4.4644,1.1088,1.179,,0.01703,0.86952,7.9233,6.7659,5.7513,1.9641,23.6462,0.85974,0.04516,1.7915,0.09726,1.9177,10.4116
27-02-2021,,,,,,,,,,,,,,,,,,,,,,
28-02-2021,,,,,,,,,,,,,,,,,,,,,,
01-03-2021,7.3708,8.942,10.2477,,,4.5462,1.1339,1.2006,,0.01745,0.88045,8.1257,6.9194,5.8283,2.0126,24.2024,0.85979,0.04642,1.8239,0.09831,1.9653,10.6289
02-03-2021,7.3029,8.8059,10.1758,,,4.4769,1.1235,1.1824,,0.01729,0.861,7.9966,6.8303,5.7457,1.9944,23.9865,0.84419,0.04597,1.796,0.09799,1.9471,10.5092
03-03-2021,7.3117,8.7855,10.138,,,4.4668,1.1235,1.1796,,0.01731,0.86201,7.9497,6.8252,5.7625,1.9968,24.007,0.85161,0.04611,1.7918,0.09773,1.9494,10.5025
04-03-2021,7.3391,8.8679,10.2348,,,4.5088,1.129,1.1907,,0.01738,0.87204,7.9935,6.8485,5.8093,2.0041,24.115,0.86482,0.04647,1.8084,0.09909,1.9566,10.5673
05-03-2021,7.4524,8.9768,10.374,,,4.5637,1.1456,1.2053,,0.01764,0.87952,8.0622,6.9313,5.8851,2.035,24.4891,0.87356,0.04716,1.8299,0.10041,1.9865,10.7143
06-03-2021,,,,,,,,,,,,,,,,,,,,,,
07-03-2021,,,,,,,,,,,,,,,,,,,,,,
08-03-2021,7.5096,8.9643,10.3747,,,4.5577,1.152,1.2036,,0.01778,0.87693,8.0622,6.9113,5.9103,2.0205,24.6425,0.87213,0.04755,1.8259,0.10022,2.0017,10.747
09-03-2021,7.5939,9.0208,10.482,,,4.5862,1.1572,1.2112,,0.01798,0.8824,8.116,6.9813,5.9816,2.052,24.9274,0.88392,0.04808,1.8368,0.10142,2.0242,10.8409
10-03-2021,7.6403,9.0851,10.5838,,,4.6188,1.1658,1.2198,,0.01809,0.89093,8.1677,7.0062,6.0444,2.0789,25.0894,0.89755,0.04839,1.8491,0.10258,2.0366,10.9134
11-03-2021,7.5952,9.0315,10.5294,,,4.5917,1.1603,1.2126,,0.01798,0.88749,8.1497,6.968,5.9932,2.0681,24.9392,0.89347,0.04809,1.8379,0.10207,2.0247,10.8515
12-03-2021,7.4446,8.8995,10.3672,,,4.5247,1.1404,1.1949,,0.01763,0.87681,8.0149,6.8422,5.9065,2.0328,24.4786,0.88344,0.04714,1.8107,0.10058,1.9848,10.6633
13-03-2021,,,,,,,,,,,,,,,,,,,,,,
14-03-2021,,,,,,,,,,,,,,,,,,,,,,
15-03-2021,7.5709,9.0326,10.5266,,,4.5922,1.1577,1.2127,,0.01793,0.88648,8.1236,6.9279,6.0197,2.0571,24.8802,0.89153,0.04791,1.8387,0.10229,2.0186,10.8301
16-03-2021,7.5374,8.9912,10.4784,,,4.5712,1.1527,1.2072,,0.01785,0.88054,8.0891,6.8894,6.0393,2.0585,24.8045,0.89063,0.04777,1.8303,0.10245,2.0096,10.7806
17-03-2021,7.5041,8.954,10.3687,,,4.5525,1.148,1.2023,,0.01777,0.87847,8.0779,6.8572,6.0042,2.0432,24.7109,0.88434,0.04771,1.8226,0.10238,2.0008,10.7288
18-03-2021,7.498,8.9242,10.4093,,,4.5372,1.1467,1.1983,,0.01775,0.87693,8.0718,6.8538,6.0085,2.0421,24.6957,0.8812,0.04793,1.8159,0.10185,1.9993,10.7154
19-03-2021,7.4573,8.9113,10.3985,,,4.5305,1.1405,1.1966,,0.01766,0.87534,8.0421,6.8219,6.0049,2.0363,24.5625,0.88227,0.04769,1.8133,0.10063,1.9884,10.6757
20-03-2021,,,,,,,,,,,,,,,,,,,,,,
21-03-2021,,,,,,,,,,,,,,,,,,,,,,
22-03-2021,7.267,8.6566,10.1064,,,4.4011,1.1107,1.1623,,0.01721,0.84901,7.8166,6.6641,5.8144,1.9847,23.9253,0.85177,0.04635,1.7618,0.09755,1.9376,10.3916
23-03-2021,7.904,9.4069,10.9343,,,4.7824,1.2075,1.263,,0.01871,0.92102,8.5004,7.2535,6.3169,2.1582,26.0216,0.92247,0.05048,1.9148,0.10552,2.1074,11.2942
24-03-2021,7.8082,9.2902,10.7583,,,4.7234,1.1925,1.2474,,0.01849,0.90868,8.3922,7.1691,6.206,2.11,25.6985,0.91054,0.04976,1.8896,0.10259,2.082,11.1525
25-03-2021,7.9666,9.4257,10.902,,,4.7878,1.2146,1.2656,,0.01886,0.92169,8.4974,7.3158,6.3234,2.1758,26.2179,0.92136,0.05104,1.917,0.10409,2.1243,11.3499
26-03-2021,7.9409,9.3778,10.8559,,,4.7679,1.2078,1.2592,,0.0188,0.91711,8.4634,7.2631,6.3091,2.1662,26.1343,0.92127,0.05097,1.9082,0.10373,2.1174,11.2991
27-03-2021,,,,,,,,,,,,,,,,,,,,,,
28-03-2021,,,,,,,,,,,,,,,,,,,,,,
29-03-2021,7.9893,9.415,10.9848,,,4.7867,1.2144,1.2641,,0.01892,0.92057,8.4747,7.2801,6.3428,2.1623,26.2906,0.92646,0.0514,1.9159,0.1047,2.1303,11.3617
30-03-2021,8.1192,9.5618,11.1957,,,4.8616,1.2307,1.2839,,0.01922,0.93164,8.6259,7.3896,6.4343,2.2114,26.7142,0.94349,0.05244,1.9424,0.10636,2.1649,11.5421
31-03-2021,8.326,9.7741,11.4324,,,4.9692,1.2605,1.3124,,0.01971,0.94993,8.8191,7.5324,6.6004,2.2739,27.3906,0.96986,0.05413,1.9775,0.10918,2.22,11.8128
01-04-2021,8.3258,9.7688,11.4411,,,4.9668,1.2631,1.3115,,0.01971,0.95097,8.8104,7.506,6.5984,2.2739,27.3804,0.97429,0.05427,1.9726,0.10955,2.22,11.8109
02-04-2021,8.1707,9.5898,11.2369,,,4.8757,1.2361,1.2873,,0.01934,0.93049,8.6182,7.3587,6.4842,2.2274,26.8769,0.95287,0.05321,1.9409,0.107,2.1786,11.5884
03-04-2021,,,,,,,,,,,,,,,,,,,,,,
04-04-2021,,,,,,,,,,,,,,,,,,,,,,
05-04-2021,8.0362,9.4646,11.1005,,,4.8121,1.2177,1.2705,,0.01903,0.91797,8.5186,7.2558,6.3906,2.1946,26.4524,0.94007,0.05218,1.9161,0.10493,2.1427,11.4186
06-04-2021,8.1394,9.5622,11.2559,,,4.8615,1.2325,1.2835,,0.01927,0.92617,8.6116,7.3422,6.4703,2.2223,26.778,0.9501,0.05277,1.9343,0.10585,2.1703,11.5554
07-04-2021,8.1441,9.6191,11.2618,,,4.8906,1.2363,1.2911,,0.01928,0.93227,8.6618,7.3594,6.4799,2.2242,26.8061,0.95298,0.05289,1.9453,0.10594,2.1715,11.5866
08-04-2021,8.1688,9.7075,11.2625,,,4.9356,1.2415,1.3033,,0.01934,0.94432,8.7689,7.4212,6.4737,2.2304,26.9097,0.96134,0.05305,1.9631,0.1046,2.1781,11.6481
09-04-2021,8.1518,9.6808,11.1906,,,4.9219,1.2377,1.2997,,0.0193,0.94399,8.7615,7.4269,6.4586,2.2068,26.8565,0.95887,0.05311,1.9566,0.10514,2.1736,11.6184
10-04-2021,,,,,,,,,,,,,,,,,,,,,,
11-04-2021,,,,,,,,,,,,,,,,,,,,,,
12-04-2021,8.1383,9.6777,11.1345,,,4.9203,1.2341,1.2992,,0.01927,0.94691,8.7705,7.4069,6.456,2.2172,26.8117,0.95423,0.05295,1.9554,0.10487,2.1701,11.5985
13-04-2021,8.1681,9.7149,11.2039,,,4.9395,1.2402,1.3043,,0.01934,0.94987,8.8129,7.4467,6.4987,2.2302,26.912,0.95845,0.05322,1.963,0.10493,2.178,11.6472
14-04-2021,8.1383,9.6805,11.1674,,,4.922,1.2357,1.2996,,0.01927,0.945,8.7776,7.4203,6.4538,2.2177,26.8188,0.95268,0.05291,1.9557,0.10481,2.1701,11.6056
15-04-2021,8.0729,9.6558,11.103,,,4.9091,1.2288,1.2962,,0.01911,0.94713,8.7454,7.3913,6.4244,2.2045,26.6258,0.95462,0.05252,1.9499,0.10609,2.1526,11.5418
16-04-2021,8.0567,9.647,11.0847,,,4.9049,1.227,1.2951,,0.01907,0.94807,8.7088,7.3862,6.4399,2.2004,26.571,0.95848,0.05249,1.9476,0.1041,2.1482,11.5249
17-04-2021,,,,,,,,,,,,,,,,,,,,,,
18-04-2021,,,,,,,,,,,,,,,,,,,,,,
19-04-2021,8.0574,9.6524,11.0742,,,4.9076,1.2284,1.2958,,0.01908,0.95142,8.7426,7.3853,6.431,2.2001,26.5745,0.9591,0.05227,1.9482,0.10572,2.1483,11.5278
20-04-2021,8.0514,9.6802,11.167,,,4.9217,1.2299,1.2997,,0.01906,0.95437,8.7764,7.4238,6.441,2.1986,26.5668,0.96663,0.05223,1.954,0.10507,2.1467,11.5493
21-04-2021,8.1011,9.7718,11.3097,,,4.9683,1.2401,1.312,,0.01918,0.96121,8.8331,7.4533,6.4668,2.2123,26.747,0.9754,0.05255,1.9716,0.10572,2.1601,11.6399
22-04-2021,8.1433,9.7816,11.3258,,,4.9729,1.2464,1.3133,,0.01928,0.95888,8.8542,7.5125,6.4572,2.2238,26.8857,0.97115,0.05279,1.9742,0.10549,2.1714,11.6832
23-04-2021,,,,,,,,,,,,,,,,,,,,,,
24-04-2021,,,,,,,,,,,,,,,,,,,,,,
25-04-2021,,,,,,,,,,,,,,,,,,,,,,
26-04-2021,8.2694,9.9576,11.4841,,,5.0626,1.2672,1.337,,0.01958,0.97992,9.0114,7.6384,6.608,2.2582,27.306,0.99086,0.05356,2.0101,0.10781,2.2049,11.8748
27-04-2021,8.3295,10.0735,11.5637,,,5.1214,1.2768,1.3525,,0.01972,0.99023,9.0882,7.7082,6.6781,2.2748,27.5158,1.0015,0.05381,2.0346,0.11059,2.221,11.9798
28-04-2021,8.231,9.9371,11.413,,,5.0519,1.2622,1.3342,,0.01949,0.97591,8.9754,7.5824,6.6258,2.248,27.1812,0.98964,0.05278,2.0059,0.10918,2.1948,11.8266
29-04-2021,8.186,9.8799,11.3398,,,5.0232,1.2553,1.3267,,0.01938,0.97246,8.917,7.4952,6.5907,2.2357,27.0232,0.98663,0.05298,1.9934,0.10884,2.1828,11.7544
30-04-2021,8.1753,9.909,11.3852,,,5.0379,1.2567,1.3305,,0.01936,0.97512,8.9642,7.487,6.6366,2.2326,27.0032,0.9951,0.05295,2.0005,0.10938,2.18,11.7638
01-05-2021,,,,,,,,,,,,,,,,,,,,,,
02-05-2021,,,,,,,,,,,,,,,,,,,,,,
03-05-2021,8.2311,9.9545,11.4327,,,5.0611,1.2653,1.3366,,0.01949,0.97526,9.0312,7.5414,6.693,2.248,27.1842,0.99886,0.05344,2.0089,0.10924,2.1948,11.8333
04-05-2021,8.292,9.9885,11.4678,,,5.067,1.2737,1.3411,,0.01963,0.97728,9.0625,7.5518,6.7319,2.2623,27.3583,0.99515,0.05383,2.0163,0.10918,2.211,11.8949
05-05-2021,8.3091,9.9837,11.5085,,,5.0774,1.2764,1.3405,,0.01967,0.97798,9.0633,7.5776,6.7376,2.2691,27.4108,0.99626,0.05409,2.0154,0.10996,2.2156,11.9123
06-05-2021,8.34,10.0109,11.5744,,,5.0898,1.2811,1.3442,,0.01975,0.97801,9.0961,7.6079,6.7797,2.2777,27.5138,0.99977,0.05428,2.0204,0.1109,2.2238,11.955
07-05-2021,8.3062,9.9979,11.5309,,,5.0831,1.2756,1.3425,,0.01967,0.97707,9.1032,7.5876,6.7711,2.2685,27.4042,0.99406,0.05425,2.0179,0.1107,2.2148,11.9185
08-05-2021,,,,,,,,,,,,,,,,,,,,,,
09-05-2021,,,,,,,,,,,,,,,,,,,,,,
10-05-2021,8.273,9.9879,11.4919,,,5.0781,1.2743,1.3411,,0.01959,0.98052,9.089,7.5608,6.7835,2.2594,27.3049,0.99453,0.05419,2.016,0.11097,2.2059,11.8873
11-05-2021,8.2457,10.0284,11.5978,,,5.0986,1.2777,1.3465,,0.01952,0.9872,9.138,7.5587,6.7986,2.2447,27.2511,1.0024,0.05392,2.0247,0.11112,2.1987,11.8994
12-05-2021,8.2867,10.0727,11.6895,,,5.1211,1.2825,1.3526,,0.01962,0.99127,9.1635,7.5971,6.8385,2.2631,27.3918,1.0017,0.05411,2.0328,0.1113,2.2096,11.958
13-05-2021,,,,,,,,,,,,,,,,,,,,,,
14-05-2021,,,,,,,,,,,,,,,,,,,,,,
15-05-2021,,,,,,,,,,,,,,,,,,,,,,
16-05-2021,,,,,,,,,,,,,,,,,,,,,,
17-05-2021,8.2867,10.0727,11.6895,,,5.1211,1.2825,1.3526,,0.01962,0.99127,9.1635,7.5971,6.8385,2.2631,27.3918,1.0017,0.05411,2.0328,0.1113,2.2096,11.958
18-05-2021,8.3469,10.1403,11.7492,,,5.1556,1.2889,1.3615,,0.01976,0.99553,9.2383,7.6252,6.8813,2.2794,27.5786,1.0079,0.05446,2.0471,0.11225,2.2257,12.0342
19-05-2021,,,,,,,,,,,,,,,,,,,,,,
20-05-2021,8.3281,10.1667,11.8049,,,5.169,1.289,1.365,,0.01972,0.99867,9.2524,7.6248,6.9124,2.2739,27.539,1.0106,0.05418,2.0521,0.11236,2.2206,12.0383
21-05-2021,8.3689,10.2043,11.8009,,,5.1883,1.2925,1.3702,,0.01981,0.99873,9.2617,7.6606,6.8967,2.285,27.6657,1.0037,0.05428,2.0592,0.11296,2.2316,12.0842
22-05-2021,,,,,,,,,,,,,,,,,,,,,,
23-05-2021,,,,,,,,,,,,,,,,,,,,,,
24-05-2021,8.3554,10.2072,11.8423,,,5.1896,1.2917,1.3705,,0.01978,1.0031,9.2923,7.6668,6.9164,2.2815,27.6371,1.0023,0.05415,2.0598,0.11303,2.228,12.0809
25-05-2021,8.3811,10.2278,11.8318,,,5.1897,1.2961,1.3733,,0.01984,1.003,9.3133,7.6809,6.9374,2.2885,27.7046,1.001,0.05423,2.0644,0.11325,2.2348,12.1092
26-05-2021,8.3947,10.2861,11.8826,,,5.23,1.3032,1.3811,,0.01988,1.0113,9.362,7.698,6.9627,2.2867,27.7682,1.0069,0.05413,2.0766,0.11372,2.2385,12.1534
27-05-2021,8.433,10.3227,11.9189,,,5.2483,1.3117,1.386,,0.01997,1.0132,9.4012,7.7272,6.9759,2.3028,27.8981,1.0113,0.05402,2.0849,0.11409,2.2487,12.2052
28-05-2021,8.4323,10.2849,11.8935,,,5.2292,1.3149,1.3809,,0.01996,1.0106,9.367,7.706,6.9563,2.3026,27.8775,1.0052,0.05401,2.0799,0.11414,2.2485,12.1887
29-05-2021,,,,,,,,,,,,,,,,,,,,,,
30-05-2021,,,,,,,,,,,,,,,,,,,,,,
31-05-2021,8.5496,10.4147,12.1068,,,5.2949,1.3349,1.3983,,0.02024,1.0257,9.4851,7.7596,7.0612,2.301,28.2581,1.0211,0.05477,2.1053,0.11557,2.2798,12.3526
01-06-2021,8.499,10.3629,12.0285,,,5.2687,1.3272,1.3913,,0.02012,1.019,9.4209,7.729,7.0322,2.3207,28.0954,1.0128,0.05482,2.0946,0.11521,2.2662,12.2848
02-06-2021,8.5032,10.3998,12.0514,,,5.2871,1.3257,1.3963,,0.02013,1.0248,9.4391,7.7426,7.0524,2.3107,28.1077,1.0265,0.05454,2.1025,0.11523,2.2673,12.3036
03-06-2021,8.6066,10.4895,12.1475,,,5.3329,1.34,1.4083,,0.02038,1.0348,9.5384,7.8197,7.1162,2.3503,28.4501,1.031,0.05513,2.1197,0.11641,2.2949,12.4307
04-06-2021,8.6231,10.5091,12.1996,,,5.343,1.3415,1.411,,0.02042,1.036,9.5598,7.8352,7.1388,2.3508,28.5079,1.0337,0.05521,2.1228,0.11711,2.2993,12.4558
05-06-2021,,,,,,,,,,,,,,,,,,,,,,
06-06-2021,,,,,,,,,,,,,,,,,,,,,,
07-06-2021,8.682,10.516,12.2387,,,5.3466,1.3471,1.4119,,0.02056,1.0358,9.5763,7.8629,7.1526,2.3426,28.6769,1.0319,0.05561,2.1241,0.11785,2.315,12.5051
08-06-2021,8.6201,10.4825,12.1715,,,5.3295,1.3399,1.4073,,0.02041,1.0378,9.561,7.8594,7.1235,2.3536,28.489,1.0381,0.05528,2.117,0.11766,2.2985,12.4426
09-06-2021,8.5891,10.4585,12.1276,,,5.3173,1.3355,1.4041,,0.02034,1.0336,9.5515,7.8265,7.0994,2.3457,28.3952,1.0373,0.05488,2.1123,0.1175,2.2902,12.403
10-06-2021,8.575,10.4515,12.1354,,,5.3137,1.3346,1.4032,,0.0203,1.0336,9.5481,7.8164,7.0843,2.3418,28.3512,1.036,0.05485,2.1105,0.11821,2.2864,12.3906
11-06-2021,8.5313,10.3808,12.0065,,,5.278,1.3275,1.3937,,0.0202,1.0264,9.4974,7.7718,7.0344,2.33,28.209,1.0231,0.05451,2.097,0.11752,2.2748,12.3141
12-06-2021,,,,,,,,,,,,,,,,,,,,,,
13-06-2021,,,,,,,,,,,,,,,,,,,,,,
14-06-2021,8.3547,10.1615,11.8097,,,5.1657,1.3,1.3642,,0.01978,1.0062,9.3063,7.612,6.8981,2.263,27.6244,1.0057,0.05334,2.0535,0.1159,2.2277,12.062
15-06-2021,8.3374,10.0998,11.7348,,,5.1348,1.2957,1.356,,0.01974,0.99772,9.2549,7.5827,6.8497,2.2653,27.5529,0.99969,0.05318,2.0417,0.11476,2.2231,12.0137
16-06-2021,8.5474,10.3646,12.0193,,,5.2696,1.3278,1.3916,,0.02024,1.0236,9.4911,7.7445,7.0157,2.321,28.2444,1.0255,0.05447,2.0933,0.11824,2.2791,12.3154
17-06-2021,8.5218,10.3327,12.007,,,5.2534,1.3245,1.3873,,0.02018,1.0167,9.4608,7.7308,6.9875,2.2973,28.1621,1.019,0.05393,2.0863,0.11769,2.2724,12.2819
18-06-2021,8.6243,10.3072,12.0265,,,5.2404,1.3331,1.3838,,0.02042,1.0082,9.4196,7.7743,6.9939,2.3426,28.471,1.0101,0.05451,2.0813,0.1182,2.2997,12.3475
19-06-2021,,,,,,,,,,,,,,,,,,,,,,
20-06-2021,,,,,,,,,,,,,,,,,,,,,,
21-06-2021,8.6646,10.3197,12.0129,,,5.247,1.3378,1.3856,,0.02051,1.0065,9.4107,7.8511,6.9964,2.3664,28.5922,1.0066,0.05477,2.0834,0.11924,2.3104,12.3887
22-06-2021,8.7497,10.4032,12.1006,,,5.289,1.3454,1.3968,,0.02072,1.0134,9.4758,7.9327,7.0235,2.3896,28.8901,1.0087,0.0552,2.1001,0.11897,2.3331,12.4957
23-06-2021,8.7202,10.3722,12.0866,,,5.2734,1.3395,1.3927,,0.02065,1.0156,9.4553,7.875,7.032,2.3809,28.7998,1.0117,0.05493,2.094,0.1185,2.3254,12.4524
24-06-2021,8.6139,10.2828,12.0119,,,5.228,1.322,1.3806,,0.02039,1.0118,9.3587,7.7475,6.9977,2.3142,28.4529,1.0088,0.05421,2.0758,0.11788,2.297,12.3161
25-06-2021,8.6593,10.3356,12.0641,,,5.2549,1.3307,1.3878,,0.0205,1.0177,9.4011,7.7931,7.0329,2.3649,28.6012,1.0148,0.0546,2.0871,0.11906,2.309,12.382
26-06-2021,,,,,,,,,,,,,,,,,,,,,,
27-06-2021,,,,,,,,,,,,,,,,,,,,,,
28-06-2021,8.6772,10.3646,12.0479,,,5.2695,1.3368,1.3916,,0.02054,1.0206,9.4402,7.8159,7.0429,2.3698,28.6591,1.0199,0.0547,2.0924,0.1196,2.3138,12.4112
29-06-2021,8.7219,10.4077,12.1165,,,5.2917,1.3432,1.3974,,0.02065,1.0244,9.4736,7.8569,7.0776,2.3428,28.8054,1.0216,0.05496,2.1009,0.12015,2.3257,12.4713
30-06-2021,8.7052,10.3645,12.0343,,,5.2698,1.3402,1.3916,,0.02061,1.0164,9.4339,7.8516,7.0299,2.3376,28.7468,1.0141,0.05448,2.0919,0.11942,2.3211,12.4341
01-07-2021,8.6803,10.3249,12.0008,,,5.2495,1.3367,1.3863,,0.02055,1.0155,9.3894,7.8354,6.9929,2.3313,28.6641,1.0113,0.05482,2.0836,0.1183,2.3145,12.3957
02-07-2021,8.6768,10.2889,11.9532,,,5.2309,1.3346,1.3815,,0.02054,1.0083,9.3525,7.7711,6.9884,2.3304,28.6383,1.0043,0.05459,2.0763,0.11829,2.3135,12.3659
03-07-2021,,,,,,,,,,,,,,,,,,,,,,
04-07-2021,,,,,,,,,,,,,,,,,,,,,,
05-07-2021,8.6797,10.2657,11.9144,,,5.2194,1.3317,1.3784,,0.02055,1.0057,9.3492,7.7651,6.9737,2.3325,28.6357,0.99994,0.05477,2.0716,0.11721,2.3143,12.3516
06-07-2021,8.665,10.287,11.9824,,,5.2302,1.3336,1.3812,,0.02052,1.0097,9.3823,7.7958,7.0094,2.3321,28.6147,1.0074,0.05456,2.0762,0.11751,2.3104,12.3627
07-07-2021,8.6515,10.2562,11.9722,,,5.2145,1.331,1.3771,,0.02048,1.0071,9.357,7.792,7.0007,2.3404,28.5779,1.0049,0.05407,2.0702,0.11729,2.3068,12.3389
08-07-2021,8.6657,10.2469,11.9457,,,5.2096,1.3329,1.3759,,0.02052,1.0042,9.3633,7.8084,6.9563,2.3597,28.6209,0.99617,0.05414,2.0682,0.11611,2.3105,12.3452
09-07-2021,8.6867,10.2721,11.9461,,,5.2223,1.3322,1.3791,,0.02057,1.0042,9.429,7.8867,6.9086,2.372,28.6844,0.98704,0.05412,2.0729,0.11498,2.316,12.376
10-07-2021,,,,,,,,,,,,,,,,,,,,,,
11-07-2021,,,,,,,,,,,,,,,,,,,,,,
12-07-2021,8.6715,10.2712,11.9384,,,5.2221,1.3296,1.379,,0.02053,1.004,9.4528,7.8608,6.9189,2.331,28.6351,0.98876,0.05403,2.0725,0.11589,2.3119,12.3603
13-07-2021,8.6319,10.2354,11.9462,,,5.204,1.3256,1.3741,,0.02044,0.99923,9.4081,7.8186,6.9011,2.3502,28.5394,0.98844,0.05377,2.0654,0.11499,2.3014,12.3149
14-07-2021,8.6033,10.1926,11.9041,,,5.1822,1.323,1.3682,,0.02037,0.99683,9.3717,7.7812,6.8889,2.349,28.4472,0.98691,0.05359,2.057,0.11548,2.2938,12.271
15-07-2021,,,,,,,,,,,,,,,,,,,,,,
16-07-2021,8.6123,10.156,11.9077,,,5.1636,1.3236,1.3634,,0.02039,0.99068,9.3516,7.7758,6.879,2.3406,28.4717,0.97954,0.05369,2.0491,0.11552,2.2963,12.2623
17-07-2021,,,,,,,,,,,,,,,,,,,,,,
18-07-2021,,,,,,,,,,,,,,,,,,,,,,
19-07-2021,8.5099,10.0483,11.742,,,5.1088,1.3083,1.3489,,0.02015,0.97724,9.2351,7.7087,6.7548,2.2855,28.1406,0.96387,0.05305,2.0274,0.11412,2.2689,12.1229
20-07-2021,,,,,,,,,,,,,,,,,,,,,,
21-07-2021,,,,,,,,,,,,,,,,,,,,,,
22-07-2021,,,,,,,,,,,,,,,,,,,,,,
23-07-2021,,,,,,,,,,,,,,,,,,,,,,
24-07-2021,,,,,,,,,,,,,,,,,,,,,,
25-07-2021,,,,,,,,,,,,,,,,,,,,,,
26-07-2021,8.5099,10.0483,11.742,,,5.1088,1.3083,1.3489,,0.02015,0.97724,9.2351,7.7087,6.7548,2.2855,28.1406,0.96387,0.05305,2.0274,0.11412,2.2689,12.1229
27-07-2021,8.573,10.105,11.789,,,5.1373,1.3149,1.3566,,0.0203,0.98471,9.3155,7.7564,6.8132,2.3134,28.3308,0.96179,0.05251,2.0416,0.11511,2.2857,12.1981
28-07-2021,8.5604,10.0896,11.7875,,,5.1299,1.3098,1.3545,,0.02027,0.98724,9.313,7.7552,6.7987,2.3379,28.2953,0.96297,0.05253,2.0394,0.11535,2.2825,12.1793
29-07-2021,8.5446,10.0929,11.8393,,,5.1312,1.3072,1.3549,,0.02023,0.98557,9.32,7.7521,6.7868,2.3336,28.2532,0.95945,0.05238,2.0402,0.11555,2.2783,12.1728
30-07-2021,8.4975,10.0862,11.8338,,,5.1281,1.3076,1.354,,0.02012,0.98648,9.3297,7.7176,6.8049,2.3207,28.1177,0.96754,0.05208,2.038,0.11544,2.2657,12.1385
31-07-2021,,,,,,,,,,,,,,,,,,,,,,
01-08-2021,,,,,,,,,,,,,,,,,,,,,,
02-08-2021,8.4139,10.0084,11.7308,,,5.0881,1.2953,1.3435,,0.01992,0.97847,9.2691,7.6604,6.7548,2.2979,27.8533,0.95668,0.0515,2.0227,0.1145,2.2434,12.0314
03-08-2021,8.385,9.9677,11.6457,,,5.068,1.2904,1.338,,0.01985,0.97267,9.2416,7.6324,6.7169,2.2578,27.7519,0.95026,0.05101,2.0154,0.11429,2.2358,11.9831
